modulo,id,nombre,pasos,esperado,estatus
Expediente pantalla Catálogos - Versiones,PF_CP_098,Validación de la edición de alguna nacionalidad sobre el detalle del menú de catálogos - Versiones,1.- Seleccionar el botón ver con el ícono de un ojo 2.- Seleccionar el botón Editar datos 3.- Editar la información 4.- Seleccionar el botón aceptar,Muestra la tabla de Versiones con la información editada,No Ejecutado
Expediente pantalla Catálogos - Versiones,PF_CP_099,Validación de la funcinalidad del botón inactivar,1.- Seleccionar el botón inactivar 2.- Seleccionar el botón aceptar al mostrarse el popup: ¿Estas seguro de inactivar el elemento del catálogo?,Muestra la tabla de Versiones con la Version inactiva,No Ejecutado
Expediente pantalla Catálogos - Versiones,PF_CP_100,Validación de la funcinalidad del botón activar registro,1.- Seleccionar el botón detalle de la Version inactiva 2.- Presionar el botón Activar registrro,Muestra la tabla de Versiones con la Version activa,No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_101,Validación de la pantalla del menú Tasas de interés,1.- Seleccionar el botón Tasas de interés que se encuentra de lado izquierdo de la pantalla,Muestra el título de Tasas de interés con una lista desplegable en el cual contiene: tasas de interés y costo financiero total,No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_102,Validación de la funcionalidad de la opción de tasas de interés sobre el menú de tasas de interés,1.- Seleccionar el botón Tasas de interés de la lista deplegable de tipo de tasa 2.- Seleccionar el año y mes,"Muestra 2 tablas de tasas de intereses, los financieros y los punitorios",No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_103,Validar que se pueda editar el porcentaje de interes sobre la pantalla y opción de tasas de interés,1.- Editar el porcentaje de cualquier tasa 2.- Seleccionar el botón actualizar,"Muestra 2 tablas de tasas de intereses, los financieros y los punitorios actualizada",No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_104,Validar caracteres campos tasa de interes,1.- Seleccionar el botón Tasas de interés de la lista deplegable de tipo de tasa 2.- Seleccionar el año y mes,Permite solo 9 caracteres Tipo numerico separado con un punto cada 3 numeros,No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_105,Validación de la funcionalidad de la opción de Costo Financiero Total sobre el menú de tasas de interés,1.- Seleccionar el botón Costo Financiero Total de la lista deplegable de tipo de tasa 2.- Seleccionar el año y mes,"Muestra la tabal de costo financiero total con CFT2, CFT(Pesos) y CFT(Dolares)",No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_106,Validar que se pueda agregar el porcentaje para costo financiero total,1.- Seleccionar el botón Costo Financiero Total de la lista deplegable de tipo de tasa 2.- Seleccionar el año y mes 3.- agregar los porcentajes de cft pesos y cft dolares 4.- Seleccionar el botón Agregar,Muestra la pantalla de información agregada,No Ejecutado
Expediente pantalla Tasas e interés,PF_CP_107,Validar caracteres campos costo financiero total,1.- Seleccionar el botón Tasas de interés de la lista deplegable de tipo de tasa 2.- Seleccionar el año y mes,Permite solo 9 caracteres Tipo numerico separado con un punto cada 3 numeros,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_108,Validación de la pantalla del menú Expediente,1.- Seleccionar el botón Expediente que se encuentra de lado izquierdo de la pantalla,"Muestra el título de Solicitudes con un botón de crear solicitud, importar,exportar y filtrar. Adicional muestra la tabla de las solicitudes existentes",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_109,Validacion de la tabla de solicitudes,1.- Seleccionar el botón Expediente que se encuentra de lado izquierdo de la pantalla,"Muestra la tabla con las solicitudes realizadas, debera tener la siguiente informacion: -Referencia -Nombre -Apellido(s) -DNI -Producto -Fecha creacion -Fecha modificacion -Campaña -Creado por -Estatus -Ver detalle -Zip -Doc.Griffin -Seleccionar todo",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_110,Validación de la funcionalidad del botón crear solicitud,1.- Seleccionar el botón crear solicitud. 2.- Llenar todos los campos requeridos 3.- Seleccionar el botón Crear Solicitud,Muestra una alerta indicando Solicitud creada exitosamente y muestra la solicitud en la tabala de solicitudes,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_111,Validar Campo Nombres,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo Nombre,Validar que solo permita 32 caracteres Permite solo caracteres alfabeticos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_112,Validar Campo DNI,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo DNI,Validar que solo permita 8 caracteres Permite solo caracteres numericos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_113,Validar Campo Apellidos,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo Apellidos,Validar que solo permita 32 caracteres Permite solo caracteres Alfabeticos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_114,Validar Campo CUIL,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo CUIL,Validar que solo permita 11 caracteres Permite solo caracteres Alfabeticos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_115,Validar Campo Fecha de Nacimiento,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo Fecha de Nacimiento,Validar que solo permita 8 caracteres Permite solo caracteres Numericos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_116,Validar Campo Fecha de Nacimiento,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo Nacionalidad,Validar que solo permita 8 caracteres Permite solo caracteres Numericos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_117,Validar Campo Dirección,1.- Seleccionar el botón crear solicitud. 2.- Tap Campo Dirección,Validar que permita caracteres alfanuméricos y un máximo de 100 caracteres,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_118,Validar opción Adicionales PEP,1. Seleccionar el botón de Crear solicitud,Validar que en esta sección se muestren dos opciones: No adicionales y con adicionales.,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_119,Adicionales,1. Seleccionar el botón de Crear solicitud 2. Dar tap en Adicionales,Validar que al dar ap en adicionales se abre una nueva sección para registrar los datos de cada adicional con el botón Agregar PEP,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_120,Agregar adicional PEP,1. Seleccionar el botón de Crear solicitud 2. Dar tap en Adicionales 3. Dar tap en agregar Adicional PEP,"El sistema abre un modal para registrar Nombre, Apellido, DNI, Cargo y Relación, todos son obligatorios para poder habilitar el botón Continuar",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_121,Editar/Eliminar PEP,1. Seleccionar el botón de Crear solicitud 2. Dar tap en Adicionales 3. Dar tap en agregar Adicional PEP 4. Dar tap en Editar o eliminar,El sistema muestra dos íconos en el registro del PEP para poder editar o eliminar este.,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_122,Validar Check Condicionada a ingresos,1. Seleccionar el botón de Crear solicitud,El check por defaul está sin seleccionar y así se crean solicitudes con estatus Creado,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_123,Condicionada a ingresos,1. Seleccionar el botón de Crear solicitud 2. Seleccionar la opción Condicionada a ingresos,Al seleccionar el Check se crean solicitudes con estatus Condicionada a ingresos,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_124,Validación de la funcionalidad del botón eliminar solicitudes,1.- Seleccionar el botón eliminar solicitudes. 2.- Seleccionar el layout de eliminación de solicitudes 3.- Seleccionar el botón aceptar,Muestra la pantalla de solicitudes eliminadas,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_125,Validación de la funcionalidad del botón importar,1.- Seleccionar el botón importar.,"Muestra la pantalla para cargar el documento y registrar solicitudes masivas, así como el botón para descargar el Layout de ejemplo.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_126,Cargar documento,1.- Seleccionar el botón importar. 2.- Seleccionar el botón de descarga layout 3.- Cargar el layout 4.- Seleccionar el botón continuar,"Muestra la pantalla de cuantas solicitudes se cargaron y cuantas con error, así como la descarga de un excel donde viene detallado cada error.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_127,Validación de la funcionalidad del botón Exportar,1.- Seleccionar el botón exportar,Realiza la descarga de un archivo excel en el que contiene: Id_Solicitud(cid:9)Referencia(cid:9)Nombre(cid:9)Apellid o(s)(cid:9)DNI(cid:9)Producto(cid:9)Fecha creación(cid:9)Fecha modificación(cid:9)Campaña(cid:9)Creada por(cid:9)Estatus,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_128,Validación de la funcionalidad del botón Filtrar,"1.- Seleccionar el botón filtrar 2.- Ingresar la información de los campos a filtrar, ya sea por referencia, DNI, nombre,apellido, rol, estatus, fecha inicio, fecha fin, o por todos los campos 3.- Seleccionar el botón buscar",Muestra la tabla con el filtro realizado,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_129,Validación de la funcionalidad del botón detalle,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, Firma, Carátula, Renaper, Devolver, Dictaminar.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_130,Validación del detalle de expediente con un estatus creado,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver, Dictaminar deshabilitados.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_131,Validación del detalle de expediente con un estatus ingreso,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver Dictaminar deshabilitados.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_132,Validación del detalle de expediente con un estatus aviso de privacidad,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver, Dictaminar deshabilitados y se genera el estatus de solicitud de vuelta",Cancelado
Solicitudes pantalla Expediente,PF_CP_133,Validación del detalle de expediente con un estatus identificación oficial,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI capturado, y los campos de Firma, Carátula, Renaper, devolver, Dictaminar deshabilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_134,Validación del detalle de expediente con un estatus Validación de identidad,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI capturado, y los campos de Firma, Carátula, Renaper, devolver, Dictaminar deshabilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_135,Validación del detalle de expediente con un estatus Terminos y condiciones,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver, Dictaminar deshabilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_136,Validación del detalle de expediente con un estatus Pendiente de firma,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI habilitado, Carátula habilitadoi, y los campos de Firma, Renaper, Devolver habilitado y Dictaminar deshabilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_137,Validación del detalle de expediente con un estatus Firmada,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Dictaminar deshabilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_138,Validación del detalle de expediente con un estatus por dictaminar,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver Dictaminar habilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_139,Validación del detalle de expediente con un estatus denegada,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver Dictaminar habilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_140,Validación del detalle de expediente con un estatus aprobada,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula, Renaper, Devolver Dictaminar habilitados",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_141,Validación del detalle de expediente con un estatus Cancelado por datos erróneos,1.- Seleccionar el botón detalle que tiene un ícono de ojo,"Muestra el detalle de la solicitud con la imágen de la tarjeta, el DNI, y los campos de Firma, Carátula,Renaper, Devolver Dictaminar deshabilitados y se genera el estatus de solicitud de vuelta",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_142,Validación de la funcionalidad del botón ZIP,1.- Seleccionar el botón ZIP,Muestra una carpeta comprimida en donde se encuentra todos los documentos cargados,No Ejecutado
Solicitudes pantalla Expediente,PF_CP_143,Validación de la funcionalidad del botón ZIP Griffin,1. Seleccionar el botón ZIP Griffin,"Muestra una carpeta comprimirda con el documento de Renaper, los archivos de iSneg rmesoosst yr aerl ad oucnu mpoenptuop fi rcmoand loa.",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_144,Validacion de la funcionalidad del boton de Aprobar solicitudes,1.- Seleccionar una o varias solicitudes 2.- Tap en el boton Aprobar solicitudes,"leyenda ""Aprobar solicitudes Se aprobara X solicitudes seleccionadas"" y se actualizara el estado de las solicitudes como Se mostraArpar oubna pdoapsup con la",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_145,Validacion de la funcionalidad del boton de Denegar solicitudes,1.- Seleccionar una o varias solicitudes 2.- Tap en el boton Denegar solicitudes,"leyenda ""Denegar solicitudes Se denegaran X solicitudes seleccionadas"" y se actualizara el estado de las solicitudes como Denegadas",No Ejecutado
Solicitudes pantalla Expediente,PF_CP_146,Validación de la funcionalidad del botón Doc. Griffin,1.- Seleccionar el botón Doc. Griffin,"Muestra una carpeta comprimida en donde se encuentra el expediente de identificacion, renaper y la firma",No Ejecutado
Expediente pantalla Costos,PF_CP_147,Validación de la pantalla del menú Costos,1.- Seleccionar el botón Costos que se encuentra de lado izquierdo de la pantalla,"Muestra una pantalla con los productos disponibles, La imagen, su nombre y el boton de seleccionar",No Ejecutado
Expediente pantalla Costos,PF_CP_148,Validacion del boton de Seleccionar de un producto,1.- Tap en el boton Seleccionar de algun producto,Muestra una nueva pantalla donde se observar el costo de la tarjeta al seleccionar un año y un mes,No Ejecutado
Expediente pantalla Costos,PF_CP_149,Validacion del boton de Agregar costo,1.- Tap en el boton Agregar costo 2.- Completar la informacion 3.- Tap en guardar,Muestra un popup donde se debera ingresar la informacion del costo: -Ingreso minimo -Costo por tarjeta -Cuotal metal y se guarda el registro que se mostrará en la pantalla,No Ejecutado
Expediente pantalla Costos,PF_CP_150,Validacion del boton de Editar costo,1.- Tap en el boton Editar costo 2.- Editar la informacion 3.- Tap en guardar,Muestra un popup donde se podra editar la informacion del costo: -Ingreso minimo -Costo por tarjeta -Cuotal metal y se guarda el registro que se mostrará en la pantalla,No Ejecutado
Expediente pantalla Cuotas generales,PF_CP_151,Validación de la pantalla del menú Cuotas generales,1.- Seleccionar el botón Cuotas generales que se encuentra de lado izquierdo de la pantalla,"Muestra una pantalla donde se puede seleccionar un mes y año junto con una tabla con el nombre del producto, su costo y un boton para guardar la informacion",No Ejecutado
Expediente pantalla Cuotas generales,PF_CP_152,Validacion del boton de guardar,1.- Seleccioanr el boton guardar,Se actualizara la pantalla con la nueva informacion ingresada,No Ejecutado
Expediente pantalla Reportes,PF_CP_153,Validación de la pantalla del menú Reportes,1.- Seleccionar el menú del lado izquierdo que tiene por nombre reportes,"Muestra los siguientes campos y botones leaderboarder Seleccione el tipo de reporte Reporte general Reporte totales URL Reporte totales mensaje whatsapp Filtros Fecha inicio Fecha fin Referencia DNI Nombre Apellido Rol Estatus Campaña P.E.P.: Si No Sujeto obligado: Si No Generar reporte, Limpiar filtros",No Ejecutado
Expediente pantalla Reportes,PF_CP_154,Validación de generación de reporte con el filtro de reporte general,1.- Seleccionar el tipo de reporte con reporte general 2.- Llenar los campos si es necesario de acuerdo a las necesidades de busqueda 3.-Presionar el botón de generar reporte,Se descarga un archivo excel con la siguiiente información:Id(cid:9)Referencia(cid:9)Nombre(cid:9)Apellidos DNI(cid:9)Estatus de la solicitud(cid:9)Fecha Creación(cid:9)Fecha modificación(cid:9)Producto(cid:9)Campaña(cid:9)Geolocaliz ación(cid:9)Resultado de biometría(cid:9)Porcentaje de coincidencia(cid:9)Dispositivo usado(cid:9)Sitema operativo(cid:9)Sujeto obligado(cid:9)P.E.P.(cid:9)P.E.P.(cargo / función / jerarquía)(cid:9)Creado por,No Ejecutado
Expediente pantalla Reportes,PF_CP_155,"Validación de generación de reporte sin información con el filtro de reporte general, reporte totales url o reporte totales mensajes whatsapp",1.- Seleccionar el tipo de reporte con reporte general 2.- Llenar los campos si es necesario de acuerdo a las necesidades de busqueda 3.-Presionar el botón de generar reporte,Muestra un mensaje indicando AMEX Argentina No se encontraron resultados.,No Ejecutado
Expediente pantalla Reportes,PF_CP_156,Validación del botón limpiar filtros,1.- Seleccionar el tipo de reporte con reporte general 2.- Llenar los campos si es necesario de acuerdo a las necesidades de busqueda 3.-Presionar el botón limpiar filtros,Se borran los datos que se agregaron para el filtro,No Ejecutado
Expediente pantalla Reportes,PF_CP_157,Validación de generación de reporte con el filtro de reporte totales URL,1.- Seleccionar el tipo de reporte con reporte totales URL 2.- Llenar los campos si es necesario de acuerdo a las necesidades de busqueda 3.-Presionar el botón de generar reporte,Se descarga un archivo excel con la siguiiente información: Pestaña totales: Total de Urls creadas Pestaña data: Id(cid:9)Referencia(cid:9)Fecha Creación(cid:9)Creado por(cid:9)Key Url(cid:9)Fecha expiración(cid:9)Estatus Url,No Ejecutado
Expediente pantalla Reportes,PF_CP_158,Validación de generación de reporte con el filtro de reporte totales mensaje whatsapp,1.- Seleccionar el tipo de reporte con reporte totales mensajes whatsapp 2.- Llenar los campos si es necesario de acuerdo a las necesidades de busqueda 3.-Presionar el botón de generar reporte,Se descarga un archivo excel con la siguiiente información: Pestaña Totales: Total de mensajes WhatsApp enviados Pestaña data: Campaña(cid:9)Referencia(cid:9)DNI(cid:9)Plantilla(cid:9)Fecha envio(cid:9)Teléfono origen(cid:9)Télefono destino(cid:9)Enviado(cid:9)Respuesta API(cid:9)Fecha Epiron(cid:9)Resultado Epiron,No Ejecutado
Expediente pantalla Dashboard Firmas,PF_CP_159,Validación de la pantalla del menú Dashboard Firmas,1.- Seleccionar el menú del lado derecho que tiene por nombre Dashboard Firmas,"Muestra la pantalla de una gráfica con el total de firmas,Firmas concluidas Firmas en proceso Firmas disponibles Firmas expiradas Firmas canceladas El sistemFiarm mause csotrna eerlr otírtulo que",No Ejecutado
Expediente pantalla Dashboard Firmas,PF_CP_160,Validación de la pantalla del menú Dashboard Firmas,1.- Seleccionar la gráfica en cada uno de los colores,representa de cada color y la cantidad de cada uno.,No Ejecutado
